Date,Team,Acquired,Relinquished,Notes
2000-03-23,Celtics,,• Pervis Ellison,placed on IR with low back strain
2000-03-23,Rockets,• Matt Bullard,,activated from IL
2000-03-23,Wizards,,• Rod Strickland,placed on IL with strained left quadriceps
2000-03-23,Wizards,• Calvin Booth,,activated from IL
2000-03-24,76ers,,• George Lynch,placed on IL with sprained MCL in right knee
2000-03-24,Blazers,,• Arvydas Sabonis,placed on IL with sprained right foot
2000-03-24,Celtics,• Walter McCarty,,activated from IL
2000-03-25,Grizzlies,,• Grant Long,placed on IL with broken left ring finger
2000-03-25,Grizzlies,• Antoine Carr,,activated from IL
2000-03-25,Suns,,• Jason Kidd,placed on IL with broken left ankle
2000-03-26,Blazers,• Brian Grant,,activated from IL
2000-03-26,Nuggets,,• Tariq Abdul-Wahad / Olivier Saint-Jean,placed on IL with sprained left wrist
2000-03-26,Nuggets,• Roy Rogers,,activated from IL
2000-03-26,Raptors,,• Haywoode Workman,placed on IL with back spasms
2000-03-26,Raptors,• Dee Brown (a),,activated from IL
2000-03-29,Bulls,,• B.J. Armstrong,placed on IL with left knee tendinitis
2000-03-31,Kings,,• Jon Barry,placed on IR with irritated nerve in neck
2000-03-31,Spurs,,• Derrick Dial,placed on IR witih left patellar tendinitis
2000-04-01,Spurs,• Terry Porter (b. 1963-04-08),,activated from IL
2000-04-03,Hornets,,• Michael Hawkins,placed on IL with left knee tendinitis
2000-04-04,Hornets,• Brad Miller,,activated from IL
2000-04-06,76ers,,• Antonio Lang,placed on IL with left knee patella tendinitis
2000-04-06,76ers,,• Nazr Mohammed,placed on IL with strained lower back
2000-04-06,Knicks,,• Chris Dudley,placed on IL with sore lower back
2000-04-06,Knicks,,• John Wallace,placed on IL with sprained left ankle
2000-04-06,Knicks,• David Wingate,,activated from IL
2000-04-06,Pacers,,• Al Harrington,placed on IL with sore back
2000-04-07,76ers,• George Lynch,,activated from IL
2000-04-07,76ers,• Ira Bowman,,activated from IL
2000-04-07,Nets,,• Evan Eschmeyer,placed on IL with sprained left ankle
2000-04-07,Pacers,• Chris Mullin,,activated from IL
2000-04-08,76ers,,• Allen Iverson,placed on IR with inflamed right elbow and broken right toe
2000-04-08,Bulls,,• Randy Brown,placed on IL with lower back spasms
2000-04-08,Bulls,• B.J. Armstrong,,activated from IL
2000-04-10,Blazers,,• Antonio Harvey,placed on IL with right knee inflammation
2000-04-10,Blazers,• Arvydas Sabonis,,activated from IL
2000-04-10,Mavericks,,• Bruno Sundov,placed on IL with strained lower back
2000-04-11,Kings,,• Bill Wennington,placed on IL with strained right calf
2000-04-11,Kings,• Jon Barry,,activated from IL
2000-04-12,Sonics,• Fred Vinson,,activated from IL
2000-04-14,Blazers,• Nikita Morgunov,,activated from IL
2000-04-14,Knicks,• John Wallace,,activated from IL
2000-04-14,Lakers,,• Derek Fisher,placed on IR with bone spur in right ankle
2000-04-14,Lakers,• John Celestand,,activated from IL
2000-04-16,Blazers,• Joe Kleine,,activated from IL
2000-04-17,Mavericks,,• Rodrick Rhodes,placed on IR with dislocated right index finger
2000-04-17,Mavericks,• Gary Trent,,activated from IL
2000-04-18,76ers,,• Allen Iverson,placed on IR with right shoulder inflammation & broken left toe
2000-04-18,76ers,• Nazr Mohammed,,activated from IL
2000-04-18,Bulls,,• Ron Artest / Metta World Peace,placed on IL with sprained right ankle
2000-04-18,Bulls,• Randy Brown,,activated from IL
2000-04-18,Heat,,• Harold Jamison,placed on IR with injured hamstring
2000-04-18,Heat,,• Tim Hardaway Sr.,placed on IL with sprained left foot
2000-04-18,Heat,• Duane Causwell,,activated from IL
2000-04-18,Heat,• Tim James,,activated from IL
2000-04-18,Knicks,,• Marcus Camby,placed on IL with sprained right knee
2000-04-18,Knicks,• Chris Dudley,,activated from IL
2000-04-18,Pistons,,• Grant Hill,placed on IL with bone bruise in left foot/ankle
2000-04-18,Pistons,• Jermaine Jackson,,activated from IL
2000-04-18,Raptors,,• Kevin Willis,placed on IL
2000-04-18,Raptors,,• Tyrone Bogues / Muggsy Bogues,placed on IL
2000-04-18,Raptors,• Aleksandar Radojevic,,activated from IL
2000-04-18,Timberwolves,,• Terrell Brandon,placed on IL with flu
2000-04-19,Blazers,• Antonio Harvey,,activated from IL
2000-04-19,Blazers,• Jamel Thomas,,activated from IL
2000-04-19,Blazers,• Joe Kleine,,activated from IL
2000-04-19,Bucks,,• Mirsad Turkcan,placed on IL with upper respiratory infection
2000-04-19,Heat,• Harold Jamison,,activated from IL
2000-04-19,Kings,,• Chris Webber,placed on IL with strained right calf
2000-04-19,Kings,,• Nick Anderson,placed on IL with sore left knee
2000-04-19,Kings,• Bill Wennington,,activated from IL
2000-04-19,Magic,,• Ben Wallace,placed on IR with bone spur in right / left (P) foot
2000-04-19,Nets,,• Kerry Kittles,placed on IL with sore right knee
2000-04-19,Nets,• Evan Eschmeyer,,activated from IL
2000-04-19,Nets,• Sherman Douglas,,activated from IL
2000-04-19,Pacers,,• Sam Perkins,placed on IL with bruised right thigh
2000-04-19,Pacers,• Jeff Foster,,activated from IL
2000-04-19,Rockets,,• Bryce Drew,placed on IL with bone spurs in right ankle
2000-04-19,Rockets,• Charles Barkley,,activated from IL
2000-04-19,Timberwolves,• Andrae Patterson,,activated from IL
2000-04-20,Kings,• Chris Webber,,activated from IL
2000-04-20,Kings,• Nick Anderson,,activated from IL
2000-04-20,Pistons,• Grant Hill,,activated from IL
2000-04-21,76ers,• Allen Iverson,,activated from IL
2000-04-21,Heat,• Tim Hardaway Sr.,,activated from IL
2000-04-21,Lakers,• Derek Fisher,,activated from IL
2000-04-21,Sonics,• Emanual Davis,,activated from IL
2000-04-21,Spurs,• Derrick Dial,,activated from IL
2000-04-21,Timberwolves,• Terrell Brandon,,activated from IL
2000-10-30,76ers,,• Ademola Okulaja,placed on IR with strained back
2000-10-30,76ers,,• Craig Claxton / Speedy Claxton,placed on IL with torn ACL in left knee (out for season)
2000-10-30,76ers,,• Matt Geiger,placed on IR with recovery from left knee surgery
2000-10-30,Blazers,,• Arvydas Sabonis,placed on IR with recovery from left knee surgery
2000-10-30,Blazers,,• Detlef Schrempf,placed on IR with pinched nerve in neck (player had not officially submitted retirement papers)
2000-10-30,Blazers,,• Gary Grant,placed on IL with sore right knee
2000-10-30,Bucks,,• Jason Hart,placed on IL with lower back spasms
2000-10-30,Bucks,,• Mark Pope,placed on IL with back spasms
2000-10-30,Bulls,,• Corey Benjamin,placed on IL with sore left shoulder / right shoulder tendinitis (per Bulls media guide)
2000-10-30,Bulls,,• Dalibor Bagaric,placed on IL with sore right knee
2000-10-30,Bulls,,• Jake Voskuhl,placed on IL with left foot tendinitis
2000-10-30,Cavaliers,,• Brevin Knight,placed on IR with surgery on right patella
2000-10-30,Cavaliers,,• J.R. Reid,placed on IL with patellar tendinitis in both knees
2000-10-30,Cavaliers,,• Mark Bryant,placed on IL with patellar tendinitis in both knees
2000-10-30,Celtics,,• Chris Herren,placed on IL with sprained left ankle
2000-10-30,Celtics,,• Greg Minor,placed on IR with fractured right hip
2000-10-30,Celtics,,• Walter McCarty,placed on IL with right knee tendinitis
2000-10-30,Clippers,,• Earl Boykins,placed on IL with bruised right knee
2000-10-30,Clippers,,• Zendon Hamilton,placed on IL with strained lower back
2000-10-30,Grizzlies,,• Doug West,placed on IL with strained right shoulder
2000-10-30,Hawks,,• Cal Bowdler,placed on IL with sprained MCL in right knee
2000-10-30,Hawks,,• Dikembe Mutombo,placed on IR with malaria
2000-10-30,Hawks,,• Dion Glover,placed on IR with a stress fracture in left foot
2000-10-30,Heat,,• Alonzo Mourning,placed on IL with kidney disorder
2000-10-30,Heat,,• Harold Jamison,placed on IR with bruised knee & calf
2000-10-30,Heat,,• Ricky Davis,placed on IL with stress fracture in right foot
2000-10-30,Hornets,,• Lee Nailon,placed on IL with right ankle tendinitis (right knee tendinitis per E)
2000-10-30,Hornets,,• Terrance Roberson,placed on IL with right knee tendinitis
2000-10-30,Jazz,,• John Crotty,placed on IR with recovery from right knee surgery
2000-10-30,Jazz,,• Scott Padgett,placed on IL with left knee tendinitis
2000-10-30,Kings,,• Jabari Smith,placed on IL with patella tendinitis
2000-10-30,Knicks,,• Jonathan Kerner,placed on IL with right knee patella tendinitis
2000-10-30,Knicks,,• Luc Longley,"placed on IR with chondromalacia, right knee"
2000-10-30,Knicks,,• Pete Mickeal,placed on IL with lower back pain
2000-10-30,Lakers,,• Derek Fisher,placed on IL with stress fracture in right foot
2000-10-30,Lakers,,• Mike Penberthy,placed on IL with strained right shoulder
2000-10-30,Lakers,,• Stanislav Medvedenko,placed on IL with right knee tendinitis
2000-10-30,Magic,,• Dee Brown (a),placed on IR with ruptured tendon in left (right?) knee
2000-10-30,Mavericks,,• Donnell Harvey,placed on IR with bruised elbow
2000-10-30,Mavericks,,• Etan Thomas,placed on IL with sprained big toe
2000-10-30,Mavericks,,• Gary Trent,placed on IR with strained left abductor muscle
2000-10-30,Nets,,• Jamie Feick,placed on IL with left Achilles tendon injury
2000-10-30,Nets,,• Kerry Kittles,placed on IL with right knee surgery
2000-10-30,Nuggets,,• Mamadou N'diaye,placed on IL with strained groin
2000-10-30,Nuggets,,• Ryan Bowen,placed on IL with sprained left ankle
2000-10-30,Pacers,,• Bruno Sundov,placed on IL with sprained left ankle
2000-10-30,Pacers,,• Lari Ketner,placed on IL with left patella tendinitis
2000-10-30,Pacers,,• Terry Mills,placed on IR with degenerative arthritis in left knee
2000-10-30,Pistons,,• Brian Cardinal,placed on IL with patellar tendinitis in both knees
2000-10-30,Pistons,,• Dana Barros,placed on IL with strained lower back
2000-10-30,Pistons,,• Torraye Braggs,placed on IL with strained right elbow
2000-10-30,Raptors,,• Aleksandar Radojevic,placed on IR with recovery from back surgery
2000-10-30,Raptors,,• Garth Joseph,placed on IR with strained rib cage muscles
2000-10-30,Raptors,,• Michael Stewart,placed on IL recovering from surgery on knee
2000-10-30,Rockets,,• Dan Langhi,placed on IL with bilateral medial tibial periositis (shin splints)
2000-10-30,Sonics,,• David Wingate,placed on IL with sore left knee
2000-10-30,Sonics,,• Olumide Oyedeji,placed on IL with sprained right ankle
2000-10-30,Spurs,,• Derrick Dial,placed on IR with left shoulder impingement
2000-10-30,Spurs,,• Ira Newble,placed on IR with plantar fasciaitis in left foot
2000-10-30,Spurs,,• Shawnelle Scott,placed on IL with left patella tendinitis
2000-10-30,Suns,,• Anfernee Hardaway / Penny Hardaway,placed on IL with left knee injury
2000-10-30,Suns,,• Rex Chapman,placed on IR with thumb & knee injuries
2000-10-30,Suns,,• Tom Gugliotta,placed on IL with torn ACL in left knee
2000-10-30,Timberwolves,,• Andrae Patterson,placed on IL with right knee injury
2000-10-30,Timberwolves,,• Todd Day,placed on IL with hyperextended left knee
2000-10-30,Warriors,,• Bob Sura,placed on IL with herniated disc in back
2000-10-30,Wizards,,• Calvin Booth,placed on IL with strained right hamstring
2000-10-30,Wizards,,• Laron Profit,placed on IL with back spasms
2000-10-30,Wizards,,• Mike Smith (b),placed on IL with left patella tendinitis
2000-10-31,Heat,,• Dan Majerle,placed on IL with strained left hamstring
2000-11-02,Magic,,• Andrew DeClercq,placed on IL with strained left hamstring
2000-11-05,Celtics,,• Kenny Anderson,placed on IR with facial injury / broken jaw
2000-11-05,Magic,,• Grant Hill,placed on IL with sore left ankle
2000-11-06,Celtics,• Greg Minor,,activated from IL
2000-11-08,Hawks,• Dikembe Mutombo,,activated from IL
2000-11-08,Rockets,• Dan Langhi,,activated from IL
2000-11-08,Wizards,,• Ronald Jones / Popeye Jones,placed on IL with fractured left index finger
2000-11-08,Wizards,• Calvin Booth,,activated from IL
2000-11-09,Rockets,,• Kelvin Cato,placed on IL with sprained left ankle
2000-11-10,Bucks,,• Darvin Ham,placed on IR recovering from left foot surgery
2000-11-10,Bucks,• Mark Pope,,activated from IL
2000-11-10,Celtics,,• Jerome Moiso,placed on IL with strained right ankle
2000-11-10,Celtics,,• Randy Brown,placed on IL with groin injury
2000-11-10,Celtics,• Chris Herren,,activated from IL
2000-11-10,Raptors,,• Tyrone Bogues / Muggsy Bogues,placed on IL recovering from surgery on right knee
2000-11-10,Raptors,• Garth Joseph,,activated from IL
2000-11-10,Warriors,• Chris Mullin,,activated from IL
2000-11-11,Bulls,,• Brad Miller,placed on IL with broken right hand
2000-11-11,Bulls,• Corey Benjamin,,activated from IL
2000-11-11,Celtics,,• Adrian Griffin,placed on IL with lower back spasms
2000-11-11,Celtics,• Walter McCarty,,activated from IL
2000-11-11,Lakers,,• Tyronn Lue,placed on IL with sprained right ankle
2000-11-11,Warriors,,• Vonteego Cummings,placed on IR with fractured right cheekbone
2000-11-12,Lakers,• Mike Penberthy,,activated from IL
2000-11-12,Magic,• Andrew DeClercq,,activated from IL
2000-11-14,Blazers,,• Antonio Harvey,placed on IL with sore right knee
2000-11-14,Blazers,• Arvydas Sabonis,,activated from IL
2000-11-14,Cavaliers,,• Wesley Person,placed on IL with bruised right elbow
2000-11-14,Cavaliers,• J.R. Reid,,activated from IL
2000-11-14,Hawks,,• Roshown McLeod,placed on IR with adjustment disorder due to death of mother
2000-11-14,Hawks,• Cal Bowdler,,activated from IL
2000-11-15,Cavaliers,• Mark Bryant,,activated from IL
2000-11-15,Warriors,,• Danny Fortson,placed on IR with sore right foot
2000-11-16,Hornets,,• Otis Thorpe,placed on IL with strained left foot
2000-11-16,Hornets,• Lee Nailon,,activated from IL
2000-11-17,Bucks,,• Scott Williams,placed on IL with lower back spasms
2000-11-17,Suns,,• Chris Dudley,placed on IL with sprained left ankle
2000-11-17,Suns,• Tom Gugliotta,,activated from IL
2000-11-17,Timberwolves,,• Sam Jacobson,placed on IL with left knee patella tendinitis
2000-11-17,Timberwolves,• Todd Day,,activated from IL
2000-11-18,Clippers,,• Brian Skinner,placed on IL with sprained right ankle
2000-11-18,Hornets,,• Derrick Coleman,placed on IR with poor conditioning / heart medication
2000-11-18,Raptors,,• Garth Joseph,placed on IL with bruised ribs
2000-11-18,Raptors,• Michael Stewart,,activated from IL
2000-11-18,Sonics,• Olumide Oyedeji,,activated from IL
2000-11-20,76ers,,• Todd MacCulloch,placed on IL with left ankle tendinitis
2000-11-20,76ers,• Matt Geiger,,activated from IL
2000-11-20,Clippers,,• Zendon Hamilton,placed on IL with strained lower back
2000-11-20,Clippers,• Earl Boykins,,activated from IL
2000-11-20,Grizzlies,,• Michael Dickerson,placed on IL with sprained left ankle
2000-11-20,Grizzlies,• Doug West,,activated from IL
2000-11-20,Pistons,,• Billy Owens,placed on IL with back spasms
2000-11-20,Pistons,• Torraye Braggs,,activated from IL
2000-11-21,Bulls,,• Jake Voskuhl,placed on IL with strained right hip flexor
2000-11-21,Bulls,• Dalibor Bagaric,,activated from IL
2000-11-21,Pacers,,• Tyus Edney,placed on IL with plantar fasciatis in left foot
2000-11-21,Pacers,• Bruno Sundov,,activated from IL
2000-11-21,Warriors,• Bob Sura,,activated from IL
2000-11-22,Cavaliers,,• Vernell Coles / Bimbo Coles,placed on IL with left knee inflammation
2000-11-22,Celtics,,• Adrian Griffin,placed on IL with sore lower back
2000-11-22,Celtics,• Jerome Moiso,,activated from IL
2000-11-22,Pacers,,• Sam Perkins,placed on IL with back spasms
2000-11-22,Spurs,,• Jaren Jackson Sr.,placed on IL with sprained left ankle
2000-11-22,Spurs,• Ira Newble,,activated from IL
2000-11-24,Hawks,,• Jim Jackson,placed on IL with sprained MCL in right knee
2000-11-24,Knicks,• Luc Longley,,activated from IL
2000-11-27,Knicks,,• Charlie Ward,placed on IR recovering from surgery on right knee
2000-11-27,Knicks,• Jonathan Kerner,,activated from IL
2000-11-28,Cavaliers,,• J.R. Reid,placed on IL with patellar tendinitis in both knees
2000-11-28,Cavaliers,• Wesley Person,,activated from IL
2000-11-28,Celtics,,• Mark Blount,placed on IL with sprained right ankle
2000-11-28,Celtics,• Randy Brown,,activated from IL
2000-11-28,Clippers,,• Earl Boykins,placed on IL with bruised right knee
2000-11-28,Hawks,• Dion Glover,,activated from IL
2000-11-29,Clippers,• Brian Skinner,,activated from IL
2000-11-29,Pistons,• Dana Barros,,activated from IL
2000-11-29,Spurs,,• Samaki Walker,placed on IL with sprained ankle
2000-11-29,Spurs,• Shawnelle Scott,,activated from IL
2000-11-30,Bulls,,• A.J. Guyton,placed on IL with sprained right knee
2000-12-01,76ers,,• Juan Sanchez / Pepe Sanchez,placed on IR with bursitis in left hip
2000-12-01,76ers,• Todd MacCulloch,,activated from IL
2000-12-01,Bucks,,• Michael Redd,placed on IL with sprained right ankle
2000-12-01,Bulls,• Jake Voskuhl,,activated from IL
2000-12-01,Cavaliers,,• Michael Hawkins,placed on IL with sprained left ankle
2000-12-01,Cavaliers,• Brevin Knight,,activated from IL
2000-12-01,Timberwolves,,• Reggie Slater,placed on IL with right knee tendinitis
2000-12-01,Timberwolves,• Tom Hammonds,,activated from IL
2000-12-02,Bucks,• Scott Williams,,activated from IL
2000-12-02,Nuggets,,• Tariq Abdul-Wahad / Olivier Saint-Jean,placed on IR with peritonsillar abcess
2000-12-02,Nuggets,,• Terry Davis,placed on IL with right Achilles tendinitis
2000-12-02,Nuggets,• Ryan Bowen,,activated from IL
2000-12-02,Pacers,,• Bruno Sundov,placed on IL with strained hamstring
2000-12-03,Celtics,• Adrian Griffin,,activated from IL
2000-12-03,Pacers,• Sam Perkins,,activated from IL
2000-12-04,Wizards,,• Mitch Richmond,placed on IR with partially torn MCL in left knee
2000-12-04,Wizards,• Laron Profit,,activated from IL
2000-12-05,Grizzlies,,• Kevin Edwards,placed on IL with fractured left thumb
2000-12-05,Grizzlies,• Michael Dickerson,,activated from IL
2000-12-05,Pistons,,• John Wallace,placed on IL with knee injury
2000-12-05,Pistons,• Billy Owens,,activated from IL
2000-12-05,Raptors,,• Kornel David,placed on IL with back spasms
2000-12-05,Raptors,• Garth Joseph,,activated from IL
2000-12-06,Pistons,• Brian Cardinal,,activated from IL
2000-12-06,Warriors,,• Chris Mullin,placed on IR with inflammation and cartilage damage in left knee
2000-12-06,Warriors,• Vonteego Cummings,,activated from IL
2000-12-07,Mavericks,,• Greg Buckner,placed on IL with sprained right foot
2000-12-07,Mavericks,• Donnell Harvey,,activated from IL
2000-12-07,Suns,,• Ruben Garces,placed on IL with sprained lower back
2000-12-07,Suns,• Chris Dudley,,activated from IL
2000-12-08,Rockets,,• Jason Collier,placed on IL with surgery on right knee
2000-12-09,76ers,,• Eric Snow,placed on IR with stress fracture of right ankle
2000-12-09,Pistons,,• Jerome Williams,placed on IL with sprained right ankle
2000-12-09,Pistons,• Brian Cardinal,,activated from IL
2000-12-10,Celtics,,• Chris Carr (Dean),placed on IL with sprained left ankle
2000-12-10,Celtics,• Kenny Anderson,,activated from IL
2000-12-11,Magic,• Grant Hill,,activated from IL
2000-12-12,Cavaliers,,• Brevin Knight,placed on IL with sore right knee
2000-12-12,Cavaliers,• Michael Hawkins,,activated from IL
2000-12-12,Hawks,,• Chris Crawford (Lee),placed on IL with sprained left ankle and sore right big toe
2000-12-12,Hawks,• Jim Jackson,,activated from IL
2000-12-12,Warriors,,• Chris Mills,placed on IR with right ankle inflammation
2000-12-12,Warriors,• Adonal Foyle,,activated from IL
2000-12-13,Hornets,,• Terrance Roberson,placed on IL with right knee tendinitis
2000-12-13,Hornets,• Otis Thorpe,,activated from IL
2000-12-13,Pacers,,• Terry Mills,placed on IL with sprained right ankle
2000-12-13,Pacers,• Bruno Sundov,,activated from IL
2000-12-13,Spurs,,• Avery Johnson,placed on IL with bruised left quadriceps & sore left hamstring
2000-12-13,Spurs,,• Shawnelle Scott,placed on IL with left patella tendinitis
2000-12-13,Spurs,• Derrick Dial,,activated from IL
2000-12-13,Spurs,• Samaki Walker,,activated from IL
2000-12-14,Raptors,,• Garth Joseph,placed on IL with strained right groin
2000-12-14,Raptors,• Kornel David,,activated from IL
2000-12-15,Bulls,,• Jake Voskuhl,placed on IL with left foot tendinitis
2000-12-15,Cavaliers,,• Chris Mihm,placed on IR with high right ankle sprain
2000-12-15,Grizzlies,,• Mahmoud Abdul-Rauf / Chris Jackson,placed on IL with back spasms
2000-12-15,Grizzlies,• Kevin Edwards,,activated from IL
2000-12-15,Hawks,,• Jim Jackson,placed on IL with sprained right knee
2000-12-15,Hawks,• Roshown McLeod,,activated from IL
2000-12-15,Rockets,,• Carlos Rogers,placed on IL with sprained left knee
2000-12-15,Rockets,• Kelvin Cato,,activated from IL
2000-12-15,Timberwolves,,• Todd Day,placed on IL with hyperextended left knee
2000-12-15,Timberwolves,• Sam Jacobson,,activated from IL
2000-12-17,Mavericks,,• Eduardo Najera,placed on IL with strained right groin
2000-12-17,Mavericks,• Gary Trent,,activated from IL
2000-12-17,Pistons,,• Jud Buechler,placed on IR with chip fracture in right ankle
2000-12-17,Pistons,• John Wallace,,activated from IL
2000-12-18,76ers,• Ademola Okulaja,,activated from IL
2000-12-18,Sonics,• Olumide Oyedeji,,activated from IL
2000-12-19,Bulls,,• Dalibor Bagaric,placed on IL with right knee tendinitis
2000-12-19,Bulls,• Brad Miller,,activated from IL
2000-12-19,Celtics,• Chris Carr (Dean),,activated from IL
2000-12-19,Hawks,,• Alan Henderson,placed on IL with sprained left shoulder
2000-12-19,Hornets,• Terrance Roberson,,activated from IL
2000-12-19,Lakers,,• Devean George,placed on IR with sore throat & ear infection
2000-12-19,Lakers,• Stanislav Medvedenko,,activated from IL
2000-12-19,Suns,,• Mario Elie,placed on IL with broken left hand
2000-12-19,Timberwolves,,• Tom Hammonds,placed on IR with bilateral synovitis
2000-12-20,Celtics,,• Walter McCarty,placed on IL with right knee tendinitis
2000-12-20,Nuggets,,• Tariq Abdul-Wahad / Olivier Saint-Jean,placed on IR with peritonsillar abcess in throat
2000-12-20,Nuggets,• Calbert Cheaney,,activated from IL
2000-12-21,Hornets,,• Eddie Robinson,placed on IR with bruised tailbone
2000-12-22,Heat,,• Anthony Carter,placed on IL with strained right groin
2000-12-22,Heat,• Dan Majerle,,activated from IL
2000-12-23,76ers,,• Juan Sanchez / Pepe Sanchez,placed on IR with bursitis in left hip
2000-12-23,Blazers,,• Erick Barkley,placed on IL with left knee tendinitis
2000-12-23,Blazers,• Gary Grant,,activated from IL
2000-12-23,Cavaliers,,• Wesley Person,placed on IR with sruised ulnar nerve in right elbow
2000-12-23,Cavaliers,• Brevin Knight,,activated from IL
2000-12-25,Pacers,,• Bruno Sundov,placed on IL with strained right groin
2000-12-25,Pacers,• Tyus Edney,,activated from IL
2000-12-26,Cavaliers,,• Zydrunas Ilgauskas,placed on IR with stress fracture of lavicular bone in left foot
2000-12-26,Cavaliers,• Chris Mihm,,activated from IL
2000-12-26,Hawks,• Jim Jackson,,activated from IL
2000-12-26,Hornets,• Derrick Coleman,,activated from IL
2000-12-27,Magic,,• Grant Hill,placed on IL with broken left ankle (out for season)
2000-12-27,Pistons,• John Wallace,,activated from IL
2000-12-28,Celtics,,• Jerome Moiso,placed on IL with sprained right ankle
2000-12-28,Celtics,• Mark Blount,,activated from IL
2000-12-28,Pistons,,• Brian Cardinal,placed on IL with tendinitis in both knees
2000-12-28,Rockets,• Carlos Rogers,,activated from IL
2000-12-29,Wizards,• Ronald Jones / Popeye Jones,,activated from IL
2000-12-30,Grizzlies,,• Grant Long,placed on IR with broken right thumb
2000-12-30,Grizzlies,• Mahmoud Abdul-Rauf / Chris Jackson,,activated from IL
2000-12-30,Suns,,• Ruben Garces,placed on IR with bulging disc
2000-12-30,Suns,• Iakovos Tsakalidis / Jake Tsakalidis,,activated from IL
2000-12-31,Grizzlies,• William Cunningham,,activated from IL
2001-01-01,Celtics,,• Tony Battie,placed on IL with sprained left ankle
2001-01-02,Celtics,• Walter McCarty,,activated from IL
2001-01-02,Grizzlies,• Brent Price,,activated from IL
2001-01-02,Pacers,• Terry Mills,,activated from IL
2001-01-03,Pacers,,• Tyus Edney,placed on IL with sprained left ankle
2001-01-03,Pistons,,• Jerome Williams,placed on IL with sprained right ankle
2001-01-03,Pistons,• Jud Buechler,,activated from IL
2001-01-04,Heat,,• Don MacLean,placed on IR with tendinitis in right / left (P) quadricep
2001-01-04,Heat,• Anthony Carter,,activated from IL
2001-01-05,76ers,,• Matt Geiger,placed on IL with sore right knee
2001-01-05,76ers,• Juan Sanchez / Pepe Sanchez,,activated from IL
2001-01-05,Hornets,,• Tim James,placed on IL with tendinitis in both knees
2001-01-05,Hornets,• Eddie Robinson,,activated from IL
2001-01-05,Knicks,• Pete Mickeal,,activated from IL
2001-01-05,Nets,,• Soumaila Samake,placed on IL with left knee tendinitis
2001-01-05,Nets,• Keith Van Horn,,activated from IL
2001-01-07,Clippers,,• Keyon Dooling,placed on IL with viral syndrome
2001-01-07,Knicks,,• Rick Brunson,placed on IL with plantar fasciatis in right foot
2001-01-07,Knicks,• Charlie Ward,,activated from IL
2001-01-07,Suns,• Anfernee Hardaway / Penny Hardaway,,activated from IL
2001-01-07,Timberwolves,,• Sam Jacobson,placed on IL with right knee patella tendinitis
2001-01-07,Timberwolves,• Todd Day,,activated from IL
2001-01-08,Warriors,,• Erick Dampier,placed on IL recovering from surgery on left knee
2001-01-08,Warriors,• Chris Mullin,,activated from IL
2001-01-09,Lakers,,• Mike Penberthy,placed on IL with strained right shoulder
2001-01-09,Lakers,• Tyronn Lue,,activated from IL
2001-01-09,Rockets,,• Hakeem Olajuwon,placed on IR with swollen right knee
2001-01-09,Rockets,• Jason Collier,,activated from IL
2001-01-09,Spurs,,• Sean Elliott,placed on IR with small tear in right rotator cuff
2001-01-09,Spurs,• Jaren Jackson Sr.,,activated from IL
2001-01-10,Celtics,,• Adrian Griffin,placed on IL with sore lower back
2001-01-10,Celtics,• Jerome Moiso,,activated from IL
2001-01-10,Kings,,• Lawrence Funderburke,placed on IL with strained right knee
2001-01-12,Kings,• Jabari Smith,,activated from IL
2001-01-12,Nuggets,,• Calbert Cheaney,placed on IL with strained left hamstring
2001-01-12,Nuggets,• Mamadou N'diaye,,activated from IL
2001-01-13,Hawks,• Chris Crawford (Lee),,activated from IL
2001-01-14,Suns,,• Daniel Santiago,placed on IL with plantar fasciatis in left foot
2001-01-14,Suns,• Mario Elie,,activated from IL
2001-01-15,Clippers,• Keyon Dooling,,activated from IL
2001-01-15,Nuggets,• Tariq Abdul-Wahad / Olivier Saint-Jean,,activated from IL
2001-01-16,Suns,,• Anfernee Hardaway / Penny Hardaway,placed on IL with acute inflammation of soft tissue and soreness in left knee
2001-01-17,Hawks,,• Matt Maloney,placed on IR with a strained right hand
2001-01-17,Wizards,,• Obinna Ekezie,placed on IL with back spasms
2001-01-17,Wizards,• Laron Profit,,activated from IL
2001-01-18,Bulls,,• Michael Ruffin,placed on IR with broken finger on right hand (out 2 months)
2001-01-18,Bulls,• Dalibor Bagaric,,activated from IL
2001-01-18,Sonics,,• Ruben Wolkowyski,placed on IR with strained back
2001-01-19,Grizzlies,,• Kevin Edwards,placed on IL with right Achilles tendinitis
2001-01-19,Grizzlies,• Grant Long,,activated from IL
2001-01-19,Knicks,,• Lavor Postell,placed on IL with strained lower back
2001-01-19,Knicks,• Felton Spencer,,activated from IL
2001-01-19,Lakers,,• Stanislav Medvedenko,placed on IL with right knee tendinitis
2001-01-19,Lakers,• Devean George,,activated from IL
2001-01-21,Kings,,• Jabari Smith,placed on IL with right knee tendinitis
2001-01-21,Kings,• Lawrence Funderburke,,activated from IL
2001-01-22,Blazers,,• Gary Grant,placed on IR with right knee effusion (soreness)
2001-01-22,Blazers,• Erick Barkley,,activated from IL
2001-01-22,Cavaliers,,• Matt Harpring,placed on IR recovering from left ankle surgery
2001-01-22,Cavaliers,• Vernell Coles / Bimbo Coles,,activated from IL
2001-01-23,Jazz,,• Quincy Lewis,placed on IL with right knee tendinitis
2001-01-23,Jazz,• John Crotty,,activated from IL
